as: [922, 0.010849484002306398]
ben affleck: [4, 0.5714285714285714]
find a: [4, 0.07142857142857142]
feelings: [4, 4.7069344912392185e-05]
tortured: [4, 4.7069344912392185e-05]
exploration: [4, 4.7069344912392185e-05]
families: [4, 4.7069344912392185e-05]
exploration of: [4, 1.0]
whimsical: [4, 4.7069344912392185e-05]
life-affirming: [4, 4.7069344912392185e-05]
potter: [4, 4.7069344912392185e-05]
chamber: [4, 4.7069344912392185e-05]
laughed: [4, 4.7069344912392185e-05]
were the: [4, 0.05063291139240506]
decides: [4, 4.7069344912392185e-05]
husband: [4, 4.7069344912392185e-05]
possibly the: [4, 0.3333333333333333]
unfulfilling: [4, 4.7069344912392185e-05]
grade: [4, 4.7069344912392185e-05]
doze: [4, 4.7069344912392185e-05]
most likely: [4, 0.024691358024691357]
student: [4, 4.7069344912392185e-05]
movie would: [4, 0.005277044854881266]
less of: [4, 0.047058823529411764]
out so: [4, 0.01818181818181818]
daring: [4, 4.7069344912392185e-05]
heat: [4, 4.7069344912392185e-05]
reaction: [4, 4.7069344912392185e-05]
chan's: [4, 4.7069344912392185e-05]
jennifer: [4, 4.7069344912392185e-05]
hewitt: [4, 4.7069344912392185e-05]
obsession: [4, 4.7069344912392185e-05]
effort and: [4, 0.13333333333333333]
teen movie: [4, 0.21052631578947367]
well to: [4, 0.0449438202247191]
time the: [4, 0.022099447513812154]
meandering and: [4, 0.2857142857142857]
can't save: [4, 0.047619047619047616]
tossed: [4, 4.7069344912392185e-05]
can't remember: [4, 0.047619047619047616]
remember the: [4, 0.3333333333333333]
100: [4, 4.7069344912392185e-05]
i felt: [4, 0.014035087719298246]
threat: [4, 4.7069344912392185e-05]
jumble: [4, 4.7069344912392185e-05]
kind that: [4, 0.05194805194805195]
about nothing: [4, 0.010810810810810811]
script's: [4, 4.7069344912392185e-05]
tuck: [4, 4.7069344912392185e-05]
everlasting: [4, 4.7069344912392185e-05]
laughs but: [4, 0.08888888888888889]
vu: [4, 4.7069344912392185e-05]
awe: [4, 4.7069344912392185e-05]
overproduced: [4, 4.7069344912392185e-05]
bad and: [4, 0.019417475728155338]
mothman: [4, 4.7069344912392185e-05]
prophecies: [4, 4.7069344912392185e-05]
mothman prophecies: [4, 1.0]
film as: [4, 0.006420545746388443]
network: [4, 4.7069344912392185e-05]
bodies: [4, 4.7069344912392185e-05]
jason x: [4, 0.4444444444444444]
by someone: [4, 0.00963855421686747]
banality: [4, 4.7069344912392185e-05]
closely: [4, 4.7069344912392185e-05]
bad the: [4, 0.019417475728155338]
madness: [4, 4.7069344912392185e-05]
man and: [4, 0.09302325581395349]
been better: [4, 0.023668639053254437]
teeth: [4, 4.7069344912392185e-05]
industry: [4, 4.7069344912392185e-05]
at how: [4, 0.011799410029498525]
wars: [4, 4.7069344912392185e-05]
sordid: [4, 4.7069344912392185e-05]
gone straight: [4, 0.15384615384615385]
celluloid: [4, 4.7069344912392185e-05]
admire: [4, 4.7069344912392185e-05]
pack: [4, 4.7069344912392185e-05]
america's: [4, 4.7069344912392185e-05]
hide the: [4, 0.6666666666666666]
cross between: [4, 0.8]
review: [4, 4.7069344912392185e-05]
brooklyn: [4, 4.7069344912392185e-05]
diesel: [4, 4.7069344912392185e-05]
questionable: [4, 4.7069344912392185e-05]
mundane: [4, 4.7069344912392185e-05]
darker: [4, 4.7069344912392185e-05]
snipes: [4, 4.7069344912392185e-05]
disguised: [4, 4.7069344912392185e-05]
disguised as: [4, 1.0]
you're in: [4, 0.07017543859649122]
give us: [4, 0.125]
4ever is: [4, 0.5]
nor a: [4, 0.11764705882352941]
been to: [4, 0.023668639053254437]
season: [4, 4.7069344912392185e-05]
an important: [4, 0.007054673721340388]
life but: [4, 0.05194805194805195]
so i: [4, 0.011560693641618497]
shadyac: [4, 4.7069344912392185e-05]
time that: [4, 0.022099447513812154]
for laughs: [4, 0.005242463958060288]
string of: [4, 0.6666666666666666]
friendship: [4, 4.7069344912392185e-05]
secret: [4, 4.7069344912392185e-05]
brains: [4, 4.7069344912392185e-05]
repeatedly: [4, 4.7069344912392185e-05]
at it: [4, 0.011799410029498525]
what he: [4, 0.02127659574468085]
made to: [4, 0.03669724770642202]
undermines: [4, 4.7069344912392185e-05]
exist: [4, 4.7069344912392185e-05]
letdown: [4, 4.7069344912392185e-05]
guy who: [4, 0.16666666666666666]
projects: [4, 4.7069344912392185e-05]
which a: [4, 0.029197080291970802]
off his: [4, 0.037383177570093455]
lie: [4, 4.7069344912392185e-05]
sketchy: [4, 4.7069344912392185e-05]
herzog: [4, 4.7069344912392185e-05]
colorful: [4, 4.7069344912392185e-05]
serviceable: [4, 4.7069344912392185e-05]
comedy but: [4, 0.024844720496894408]
liked the: [4, 0.4444444444444444]
domestic: [4, 4.7069344912392185e-05]
biopic: [4, 4.7069344912392185e-05]
end result: [4, 0.058823529411764705]
only the: [4, 0.01951219512195122]
return: [4, 4.7069344912392185e-05]
ticket: [4, 4.7069344912392185e-05]
swimfan: [4, 4.7069344912392185e-05]
hunter: [4, 4.7069344912392185e-05]
you're looking: [4, 0.07017543859649122]
writer's: [4, 4.7069344912392185e-05]
don: [4, 4.7069344912392185e-05]
times and: [4, 0.0851063829787234]
sign when: [4, 0.36363636363636365]
less a: [4, 0.047058823529411764]
about them: [4, 0.010810810810810811]
for one: [4, 0.005242463958060288]
necessary to: [4, 0.5714285714285714]
ham-fisted: [4, 4.7069344912392185e-05]
committed: [4, 4.7069344912392185e-05]
catches: [4, 4.7069344912392185e-05]
plotted and: [4, 0.5714285714285714]
julia: [4, 4.7069344912392185e-05]
as though: [4, 0.004338394793926247]
seems a: [4, 0.047058823529411764]
slice of: [4, 0.8]
material to: [4, 0.06557377049180328]
audiences will: [4, 0.17391304347826086]
load: [4, 4.7069344912392185e-05]
load of: [4, 1.0]
it's at: [4, 0.007207207207207207]
do we: [4, 0.0425531914893617]
we really: [4, 0.03669724770642202]
path: [4, 4.7069344912392185e-05]
ups: [4, 4.7069344912392185e-05]
one and: [4, 0.0110803324099723]
mary: [4, 4.7069344912392185e-05]
does the: [4, 0.047058823529411764]
paul: [4, 4.7069344912392185e-05]
wood: [4, 4.7069344912392185e-05]
stagy: [4, 4.7069344912392185e-05]
devolves: [4, 4.7069344912392185e-05]
devolves into: [4, 1.0]
soccer: [4, 4.7069344912392185e-05]
charm and: [4, 0.15384615384615385]
humor or: [4, 0.06153846153846154]
fool: [4, 4.7069344912392185e-05]
an ambitious: [4, 0.007054673721340388]
mishmash: [4, 4.7069344912392185e-05]
cartoonish: [4, 4.7069344912392185e-05]
very well: [4, 0.03076923076923077]
quiet: [4, 4.7069344912392185e-05]
caper: [4, 4.7069344912392185e-05]
watch and: [4, 0.08163265306122448]
little less: [4, 0.023121387283236993]
but certainly: [4, 0.004678362573099415]
movie can: [4, 0.005277044854881266]
tale about: [4, 0.0851063829787234]
kick: [4, 4.7069344912392185e-05]
out a: [4, 0.01818181818181818]
velocity: [4, 4.7069344912392185e-05]
exploring: [4, 4.7069344912392185e-05]
women's: [4, 4.7069344912392185e-05]
any real: [4, 0.03125]
welcome to: [4, 0.4]
as with: [4, 0.004338394793926247]
never comes: [4, 0.02631578947368421]
dumb and: [4, 0.125]
how it: [4, 0.03773584905660377]
movies and: [4, 0.041237113402061855]
watch them: [4, 0.08163265306122448]
gets a: [4, 0.06779661016949153]
film doesn't: [4, 0.006420545746388443]
spy kids: [4, 0.18181818181818182]
aspirations: [4, 4.7069344912392185e-05]
be anything: [4, 0.007692307692307693]
cipher: [4, 4.7069344912392185e-05]
involve: [4, 4.7069344912392185e-05]
'i: [4, 4.7069344912392185e-05]
caring: [4, 4.7069344912392185e-05]
worth caring: [4, 0.11428571428571428]
caring about: [4, 1.0]
observations: [4, 4.7069344912392185e-05]
blank: [4, 4.7069344912392185e-05]
arty: [4, 4.7069344912392185e-05]
according: [4, 4.7069344912392185e-05]
according to: [4, 1.0]
follows the: [4, 0.5714285714285714]
keep the: [4, 0.125]
inexplicably: [4, 4.7069344912392185e-05]
bag of: [4, 0.4]
picture that: [4, 0.07017543859649122]
buried: [4, 4.7069344912392185e-05]
avary: [4, 4.7069344912392185e-05]
did it: [4, 0.16]
about what: [4, 0.010810810810810811]
an intriguing: [4, 0.007054673721340388]
pyrotechnics: [4, 4.7069344912392185e-05]
for attention: [4, 0.005242463958060288]
naturalistic: [4, 4.7069344912392185e-05]
film falls: [4, 0.006420545746388443]
portrays: [4, 4.7069344912392185e-05]
mouth: [4, 4.7069344912392185e-05]
spears: [4, 4.7069344912392185e-05]
chills: [4, 4.7069344912392185e-05]
computer-generated: [4, 4.7069344912392185e-05]
swallow: [4, 4.7069344912392185e-05]
pompous: [4, 4.7069344912392185e-05]
empowerment: [4, 4.7069344912392185e-05]
racial: [4, 4.7069344912392185e-05]
decidedly: [4, 4.7069344912392185e-05]
true story: [4, 0.14285714285714285]
hang: [4, 4.7069344912392185e-05]
heart in: [4, 0.15384615384615385]
composed: [4, 4.7069344912392185e-05]
shots of: [4, 0.3333333333333333]
absurdly: [4, 4.7069344912392185e-05]
poignant: [4, 4.7069344912392185e-05]
hospital: [4, 4.7069344912392185e-05]
everyone involved: [4, 0.18181818181818182]
out in: [4, 0.01818181818181818]
cube: [4, 4.7069344912392185e-05]
price of: [4, 0.4]
carvey: [4, 4.7069344912392185e-05]
black ii: [4, 0.14285714285714285]
grim: [4, 4.7069344912392185e-05]
but none: [4, 0.004678362573099415]
its audience: [4, 0.006289308176100629]
spice: [4, 4.7069344912392185e-05]
lopez: [4, 4.7069344912392185e-05]
observation: [4, 4.7069344912392185e-05]
task: [4, 4.7069344912392185e-05]
godard: [4, 4.7069344912392185e-05]
continues to: [4, 0.8]
intellectually: [4, 4.7069344912392185e-05]
flailing: [4, 4.7069344912392185e-05]
triumph: [4, 4.7069344912392185e-05]
how many: [4, 0.03773584905660377]
off like: [4, 0.037383177570093455]
what's missing: [4, 0.12903225806451613]
missing is: [4, 0.23529411764705882]
complications: [4, 4.7069344912392185e-05]
relies: [4, 4.7069344912392185e-05]
makes his: [4, 0.037037037037037035]
your brain: [4, 0.031007751937984496]
seen the: [4, 0.08]
gang: [4, 4.7069344912392185e-05]
machismo: [4, 4.7069344912392185e-05]
action scenes: [4, 0.03773584905660377]
scenes are: [4, 0.07692307692307693]
been an: [4, 0.023668639053254437]
them in: [4, 0.04081632653061224]
drug: [4, 4.7069344912392185e-05]
all you: [4, 0.011363636363636364]
do is: [4, 0.0425531914893617]
one feels: [4, 0.0110803324099723]
translation: [4, 4.7069344912392185e-05]
been lost: [4, 0.023668639053254437]
yu: [4, 4.7069344912392185e-05]
camouflage: [4, 4.7069344912392185e-05]
opportunities: [4, 4.7069344912392185e-05]
numbingly: [4, 4.7069344912392185e-05]
religious: [4, 4.7069344912392185e-05]
insult: [4, 4.7069344912392185e-05]
backdrops: [4, 4.7069344912392185e-05]
amalgam: [4, 4.7069344912392185e-05]
super troopers: [4, 0.8]
amalgam of: [4, 1.0]
terrorist: [4, 4.7069344912392185e-05]
seeing the: [4, 0.2222222222222222]
watch a: [4, 0.08163265306122448]
tv special: [4, 0.1]
love is: [4, 0.05333333333333334]
as some: [4, 0.004338394793926247]
shifting: [4, 4.7069344912392185e-05]
or something: [4, 0.012121212121212121]
believability: [4, 4.7069344912392185e-05]
inert: [4, 4.7069344912392185e-05]
distance: [4, 4.7069344912392185e-05]
can't get: [4, 0.047619047619047616]
meets: [4, 4.7069344912392185e-05]
lets the: [4, 0.5]
twist that: [4, 0.36363636363636365]
lighting: [4, 4.7069344912392185e-05]
philosophy: [4, 4.7069344912392185e-05]
alabama: [4, 4.7069344912392185e-05]
painful to: [4, 0.36363636363636365]
smell: [4, 4.7069344912392185e-05]
carries: [4, 4.7069344912392185e-05]
hurley: [4, 4.7069344912392185e-05]
fail to: [4, 0.6666666666666666]
initial: [4, 4.7069344912392185e-05]
isn't that: [4, 0.034482758620689655]
chinese: [4, 4.7069344912392185e-05]
boasts: [4, 4.7069344912392185e-05]
has not: [4, 0.012121212121212121]
achieve: [4, 4.7069344912392185e-05]
by comparison: [4, 0.00963855421686747]
depend: [4, 4.7069344912392185e-05]
depend on: [4, 1.0]
gross-out comedy: [4, 0.2857142857142857]
game of: [4, 0.2]
hybrid of: [4, 0.5]
downbeat: [4, 4.7069344912392185e-05]
aspires: [4, 4.7069344912392185e-05]
beyond its: [4, 0.12121212121212122]
forces: [4, 4.7069344912392185e-05]
heroes: [4, 4.7069344912392185e-05]
first-time director: [4, 0.4444444444444444]
honestly: [4, 4.7069344912392185e-05]
police: [4, 4.7069344912392185e-05]
around in: [4, 0.10810810810810811]
would-be: [4, 4.7069344912392185e-05]
thumbs down: [4, 0.8]
here's a: [4, 0.5714285714285714]
after the: [4, 0.06060606060606061]
boat: [4, 4.7069344912392185e-05]
treat: [4, 4.7069344912392185e-05]
outline: [4, 4.7069344912392185e-05]
artsy: [4, 4.7069344912392185e-05]
good is: [4, 0.0223463687150838]
amusing but: [4, 0.15384615384615385]
laughing at: [4, 0.8]
overwritten: [4, 4.7069344912392185e-05]
believing: [4, 4.7069344912392185e-05]
popcorn: [4, 4.7069344912392185e-05]
cheerful: [4, 4.7069344912392185e-05]
scenery: [4, 4.7069344912392185e-05]
it's about: [4, 0.007207207207207207]
they should: [4, 0.032520325203252036]
amused: [4, 4.7069344912392185e-05]
on so: [4, 0.008492569002123142]
spends: [4, 4.7069344912392185e-05]
angst: [4, 4.7069344912392185e-05]
freddy got: [4, 0.8]
colors: [4, 4.7069344912392185e-05]
for good: [4, 0.005242463958060288]
directs: [4, 4.7069344912392185e-05]
even with: [4, 0.019801980198019802]
center of: [4, 0.4444444444444444]
plot points: [4, 0.03333333333333333]
figures: [4, 4.7069344912392185e-05]
rarely has: [4, 0.25]
end credits: [4, 0.058823529411764705]
boxing: [4, 4.7069344912392185e-05]
fortune: [4, 4.7069344912392185e-05]
pilot: [4, 4.7069344912392185e-05]
despite all: [4, 0.06153846153846154]
movie could: [4, 0.005277044854881266]
packed: [4, 4.7069344912392185e-05]
once the: [4, 0.08695652173913043]
draw: [4, 4.7069344912392185e-05]
failing to: [4, 0.8]
roberto: [4, 4.7069344912392185e-05]
live-action: [4, 4.7069344912392185e-05]
quite enough: [4, 0.058823529411764705]
tedium: [4, 4.7069344912392185e-05]
while it's: [4, 0.041666666666666664]
dinner: [4, 4.7069344912392185e-05]
an actor: [4, 0.007054673721340388]
happens when: [4, 0.25]
certainly not: [4, 0.13793103448275862]
chokes: [4, 4.7069344912392185e-05]
sunk: [4, 4.7069344912392185e-05]
it's actually: [4, 0.007207207207207207]
condescending: [4, 4.7069344912392185e-05]
exactly the: [4, 0.15384615384615385]
there's some: [4, 0.029197080291970802]
saturday night: [4, 0.6666666666666666]
somber: [4, 4.7069344912392185e-05]
black comedy: [4, 0.14285714285714285]
has become: [4, 0.012121212121212121]
cartoons: [4, 4.7069344912392185e-05]
extended: [4, 4.7069344912392185e-05]
an extended: [4, 0.007054673721340388]
tony: [4, 4.7069344912392185e-05]
ghost ship: [4, 0.3333333333333333]
even at: [4, 0.019801980198019802]
murder mystery: [4, 0.26666666666666666]
include: [4, 4.7069344912392185e-05]
guessing: [4, 4.7069344912392185e-05]
have never: [4, 0.01098901098901099]
done that: [4, 0.1111111111111111]
what was: [4, 0.02127659574468085]
clips: [4, 4.7069344912392185e-05]
flowers: [4, 4.7069344912392185e-05]
original was: [4, 0.07547169811320754]
carpenter's: [4, 4.7069344912392185e-05]
mars: [4, 4.7069344912392185e-05]
me i: [4, 0.056338028169014086]
didn't care: [4, 0.11428571428571428]
than you: [4, 0.010471204188481676]
pratfalls: [4, 4.7069344912392185e-05]
conversation: [4, 4.7069344912392185e-05]
grand: [4, 4.7069344912392185e-05]
own way: [4, 0.041666666666666664]
intent: [4, 4.7069344912392185e-05]
delight: [4, 4.7069344912392185e-05]
trashy: [4, 4.7069344912392185e-05]
hype: [4, 4.7069344912392185e-05]
license: [4, 4.7069344912392185e-05]
planet: [4, 4.7069344912392185e-05]
harvard is: [4, 0.3076923076923077]
out loud: [4, 0.01818181818181818]
when you're: [4, 0.025806451612903226]
will likely: [4, 0.022857142857142857]
notion that: [4, 0.5]
cardboard: [4, 4.7069344912392185e-05]
jane: [4, 4.7069344912392185e-05]
rumor: [4, 4.7069344912392185e-05]
angels: [4, 4.7069344912392185e-05]
develops: [4, 4.7069344912392185e-05]
apply: [4, 4.7069344912392185e-05]
knows how: [4, 0.5]
thick: [4, 4.7069344912392185e-05]
claims: [4, 4.7069344912392185e-05]
thousand: [4, 4.7069344912392185e-05]
but why: [4, 0.004678362573099415]
weren't: [4, 4.7069344912392185e-05]
puzzling: [4, 4.7069344912392185e-05]
you won't: [4, 0.010050251256281407]
will do: [4, 0.022857142857142857]
swim: [4, 4.7069344912392185e-05]
big enough: [4, 0.05063291139240506]
predictable plot: [4, 0.08333333333333333]
go to: [4, 0.06153846153846154]
band: [4, 4.7069344912392185e-05]
clown: [4, 4.7069344912392185e-05]
thoughtful: [4, 4.7069344912392185e-05]
characters but: [4, 0.023668639053254437]
ed: [4, 4.7069344912392185e-05]
so that: [4, 0.011560693641618497]
movie this: [4, 0.005277044854881266]
do little: [4, 0.0425531914893617]
mask: [4, 4.7069344912392185e-05]
nearly enough: [4, 0.09523809523809523]
queen's: [4, 4.7069344912392185e-05]
queen's men: [4, 1.0]
cobbled together: [4, 0.8]
shaky: [4, 4.7069344912392185e-05]
concoction: [4, 4.7069344912392185e-05]
film for: [4, 0.006420545746388443]
kills: [4, 4.7069344912392185e-05]
hopelessly: [4, 4.7069344912392185e-05]
gimmick: [4, 4.7069344912392185e-05]
hudlin: [4, 4.7069344912392185e-05]
incessant: [4, 4.7069344912392185e-05]
intensity: [4, 4.7069344912392185e-05]
on how: [4, 0.008492569002123142]
jonah: [4, 4.7069344912392185e-05]
sell: [4, 4.7069344912392185e-05]
them to: [4, 0.04081632653061224]
aggressively: [4, 4.7069344912392185e-05]
long-winded: [4, 4.7069344912392185e-05]
cia: [4, 4.7069344912392185e-05]
held: [4, 4.7069344912392185e-05]
horribly: [4, 4.7069344912392185e-05]
shaggy: [4, 4.7069344912392185e-05]
ripe for: [4, 0.6666666666666666]
as in: [4, 0.004338394793926247]
afterschool: [4, 4.7069344912392185e-05]
smiles: [4, 4.7069344912392185e-05]
afterschool special: [4, 1.0]
plods: [4, 4.7069344912392185e-05]
can't help: [4, 0.047619047619047616]
i just: [4, 0.014035087719298246]
film seems: [4, 0.006420545746388443]
happens to: [4, 0.25]
femme: [4, 4.7069344912392185e-05]
castro: [4, 4.7069344912392185e-05]
inhabit: [4, 4.7069344912392185e-05]
film was: [4, 0.006420545746388443]
laughably: [4, 4.7069344912392185e-05]
maid: [4, 4.7069344912392185e-05]
matthew: [4, 4.7069344912392185e-05]
land: [4, 4.7069344912392185e-05]
1970s: [4, 4.7069344912392185e-05]
bomb: [4, 4.7069344912392185e-05]
pitfalls: [4, 4.7069344912392185e-05]
pitfalls of: [4, 1.0]
beneath: [4, 4.7069344912392185e-05]
beneath the: [4, 1.0]
life of: [4, 0.05194805194805195]
flounders: [4, 4.7069344912392185e-05]
verve: [4, 4.7069344912392185e-05]
an earnest: [4, 0.007054673721340388]
i realized: [4, 0.014035087719298246]
or another: [4, 0.012121212121212121]
takes itself: [4, 0.08]
when it's: [4, 0.025806451612903226]
an equally: [4, 0.007054673721340388]
william: [4, 4.7069344912392185e-05]
will leave: [4, 0.022857142857142857]
helmer: [4, 4.7069344912392185e-05]
cliche-ridden: [4, 4.7069344912392185e-05]
performance by: [4, 0.09090909090909091]
paying: [4, 4.7069344912392185e-05]
it's tough: [4, 0.007207207207207207]
invest: [4, 4.7069344912392185e-05]
movie which: [4, 0.005277044854881266]
blade ii: [4, 0.4444444444444444]
snake: [4, 4.7069344912392185e-05]
fits: [4, 4.7069344912392185e-05]
laugh at: [4, 0.17391304347826086]
titular: [4, 4.7069344912392185e-05]
