with: [883, 0.010551598871946847]
awards: [4, 4.779886238707519e-05]
controlled: [4, 4.779886238707519e-05]
graham: [4, 4.779886238707519e-05]
face on: [4, 0.10810810810810811]
angel: [4, 4.779886238707519e-05]
plays like: [4, 0.2222222222222222]
little too: [4, 0.031007751937984496]
too many: [4, 0.0425531914893617]
hours of: [4, 0.18181818181818182]
that's been: [4, 0.0425531914893617]
because it's: [4, 0.05263157894736842]
interaction: [4, 4.779886238707519e-05]
there has: [4, 0.03389830508474576]
message is: [4, 0.12903225806451613]
norton: [4, 4.779886238707519e-05]
steals: [4, 4.779886238707519e-05]
chomp: [4, 4.779886238707519e-05]
displays: [4, 4.779886238707519e-05]
uniformly: [4, 4.779886238707519e-05]
relaxed: [4, 4.779886238707519e-05]
adaptations: [4, 4.779886238707519e-05]
clear-eyed: [4, 4.779886238707519e-05]
minor miracle: [4, 0.25]
candid: [4, 4.779886238707519e-05]
teenagers: [4, 4.779886238707519e-05]
apply: [4, 4.779886238707519e-05]
need not: [4, 0.11764705882352941]
resorting: [4, 4.779886238707519e-05]
stein: [4, 4.779886238707519e-05]
resorting to: [4, 1.0]
dare: [4, 4.779886238707519e-05]
fine performances: [4, 0.11428571428571428]
garcia: [4, 4.779886238707519e-05]
duty: [4, 4.779886238707519e-05]
reflect: [4, 4.779886238707519e-05]
christopher: [4, 4.779886238707519e-05]
so good: [4, 0.019138755980861243]
meditative: [4, 4.779886238707519e-05]
transformed: [4, 4.779886238707519e-05]
how they: [4, 0.044444444444444446]
seats: [4, 4.779886238707519e-05]
service of: [4, 0.5714285714285714]
out is: [4, 0.02247191011235955]
versus: [4, 4.779886238707519e-05]
many ways: [4, 0.04597701149425287]
wanting: [4, 4.779886238707519e-05]
you wanting: [4, 0.008097165991902834]
wanting more: [4, 1.0]
brings to: [4, 0.17391304347826086]
give the: [4, 0.08]
3: [4, 4.779886238707519e-05]
engages: [4, 4.779886238707519e-05]
engaging film: [4, 0.09090909090909091]
ghost: [4, 4.779886238707519e-05]
hint: [4, 4.779886238707519e-05]
hint of: [4, 1.0]
german: [4, 4.779886238707519e-05]
could make: [4, 0.047619047619047616]
overwhelming: [4, 4.779886238707519e-05]
remind: [4, 4.779886238707519e-05]
an otherwise: [4, 0.005305039787798408]
provides the: [4, 0.14285714285714285]
satirical: [4, 4.779886238707519e-05]
plight: [4, 4.779886238707519e-05]
also one: [4, 0.041237113402061855]
along in: [4, 0.15384615384615385]
emphasizes: [4, 4.779886238707519e-05]
emphasizes the: [4, 1.0]
list of: [4, 0.8]
things to: [4, 0.12903225806451613]
studio: [4, 4.779886238707519e-05]
cannot be: [4, 0.3333333333333333]
consequences: [4, 4.779886238707519e-05]
realistically: [4, 4.779886238707519e-05]
rage: [4, 4.779886238707519e-05]
obstacles: [4, 4.779886238707519e-05]
beneath the: [4, 0.3333333333333333]
questions about: [4, 0.26666666666666666]
solid performances: [4, 0.08888888888888889]
it's refreshing: [4, 0.0070921985815602835]
father and: [4, 0.4]
interpretation: [4, 4.779886238707519e-05]
patient and: [4, 0.6666666666666666]
clear that: [4, 0.3076923076923077]
veteran: [4, 4.779886238707519e-05]
acted by: [4, 0.17391304347826086]
bettany: [4, 4.779886238707519e-05]
bottom: [4, 4.779886238707519e-05]
outer: [4, 4.779886238707519e-05]
productions: [4, 4.779886238707519e-05]
com: [4, 4.779886238707519e-05]
shyamalan: [4, 4.779886238707519e-05]
gibson: [4, 4.779886238707519e-05]
comedy-drama: [4, 4.779886238707519e-05]
astounding: [4, 4.779886238707519e-05]
locales: [4, 4.779886238707519e-05]
are an: [4, 0.011494252873563218]
definition: [4, 4.779886238707519e-05]
stone: [4, 4.779886238707519e-05]
searing: [4, 4.779886238707519e-05]
suffers: [4, 4.779886238707519e-05]
suffers from: [4, 1.0]
drag: [4, 4.779886238707519e-05]
great fun: [4, 0.0380952380952381]
baseball: [4, 4.779886238707519e-05]
regardless: [4, 4.779886238707519e-05]
sport: [4, 4.779886238707519e-05]
regardless of: [4, 1.0]
characters in: [4, 0.027777777777777776]
potentially: [4, 4.779886238707519e-05]
take the: [4, 0.057971014492753624]
chuckle: [4, 4.779886238707519e-05]
altogether: [4, 4.779886238707519e-05]
director michael: [4, 0.03361344537815126]
before and: [4, 0.1]
frustrating: [4, 4.779886238707519e-05]
which it: [4, 0.038461538461538464]
an unlikely: [4, 0.005305039787798408]
on this: [4, 0.009433962264150943]
carmen: [4, 4.779886238707519e-05]
entertained: [4, 4.779886238707519e-05]
chemistry between: [4, 0.3076923076923077]
influence: [4, 4.779886238707519e-05]
starting: [4, 4.779886238707519e-05]
amiable: [4, 4.779886238707519e-05]
performance of: [4, 0.041666666666666664]
third: [4, 4.779886238707519e-05]
digs: [4, 4.779886238707519e-05]
bollywood: [4, 4.779886238707519e-05]
had the: [4, 0.1]
warm water: [4, 0.125]
water under: [4, 0.4]
scariest: [4, 4.779886238707519e-05]
blair: [4, 4.779886238707519e-05]
detective: [4, 4.779886238707519e-05]
detective story: [4, 1.0]
existential: [4, 4.779886238707519e-05]
than an: [4, 0.014184397163120567]
any more: [4, 0.04040404040404041]
mendes: [4, 4.779886238707519e-05]
witty and: [4, 0.14814814814814814]
grind: [4, 4.779886238707519e-05]
on and: [4, 0.009433962264150943]
damage: [4, 4.779886238707519e-05]
goods: [4, 4.779886238707519e-05]
extraordinarily: [4, 4.779886238707519e-05]
can enjoy: [4, 0.024096385542168676]
shadow: [4, 4.779886238707519e-05]
solutions: [4, 4.779886238707519e-05]
characters that: [4, 0.027777777777777776]
children's: [4, 4.779886238707519e-05]
hoping: [4, 4.779886238707519e-05]
we were: [4, 0.037037037037037035]
steven spielberg: [4, 0.3076923076923077]
theatrical: [4, 4.779886238707519e-05]
i can't: [4, 0.022099447513812154]
creatures: [4, 4.779886238707519e-05]
fake: [4, 4.779886238707519e-05]
as we: [4, 0.004550625711035267]
look away: [4, 0.03361344537815126]
admire the: [4, 0.5]
endure: [4, 4.779886238707519e-05]
between them: [4, 0.05194805194805195]
wollter: [4, 4.779886238707519e-05]
gothic: [4, 4.779886238707519e-05]
lurid: [4, 4.779886238707519e-05]
decided: [4, 4.779886238707519e-05]
ends with: [4, 0.2857142857142857]
nicholas: [4, 4.779886238707519e-05]
star trek: [4, 0.11428571428571428]
rabbit-proof: [4, 4.779886238707519e-05]
knack: [4, 4.779886238707519e-05]
exuberance: [4, 4.779886238707519e-05]
beach: [4, 4.779886238707519e-05]
reunion: [4, 4.779886238707519e-05]
may seem: [4, 0.028368794326241134]
'70s: [4, 4.779886238707519e-05]
brooding: [4, 4.779886238707519e-05]
son's: [4, 4.779886238707519e-05]
profoundly: [4, 4.779886238707519e-05]
considered: [4, 4.779886238707519e-05]
anyone who's: [4, 0.11764705882352941]
their work: [4, 0.022857142857142857]
pokes: [4, 4.779886238707519e-05]
black and: [4, 0.2222222222222222]
place and: [4, 0.12121212121212122]
chateau: [4, 4.779886238707519e-05]
cleverly: [4, 4.779886238707519e-05]
impression: [4, 4.779886238707519e-05]
not since: [4, 0.010899182561307902]
movie you: [4, 0.00784313725490196]
status: [4, 4.779886238707519e-05]
screens: [4, 4.779886238707519e-05]
film will: [4, 0.004866180048661801]
rival: [4, 4.779886238707519e-05]
pulse: [4, 4.779886238707519e-05]
dramatically: [4, 4.779886238707519e-05]
chabrol: [4, 4.779886238707519e-05]
excess: [4, 4.779886238707519e-05]
dynamics: [4, 4.779886238707519e-05]
unhurried: [4, 4.779886238707519e-05]
i want: [4, 0.022099447513812154]
panache: [4, 4.779886238707519e-05]
dealing: [4, 4.779886238707519e-05]
truthful: [4, 4.779886238707519e-05]
intensity of: [4, 0.4444444444444444]
combat: [4, 4.779886238707519e-05]
sentiments: [4, 4.779886238707519e-05]
wife is: [4, 0.4444444444444444]
utterly charming: [4, 0.26666666666666666]
around a: [4, 0.12903225806451613]
correctness: [4, 4.779886238707519e-05]
political correctness: [4, 0.13793103448275862]
does so: [4, 0.04]
corny: [4, 4.779886238707519e-05]
20th century: [4, 0.6666666666666666]
hidden: [4, 4.779886238707519e-05]
goodfellas: [4, 4.779886238707519e-05]
put on: [4, 0.16666666666666666]
pic: [4, 4.779886238707519e-05]
palma: [4, 4.779886238707519e-05]
de palma: [4, 0.057971014492753624]
stimulating: [4, 4.779886238707519e-05]
candy: [4, 4.779886238707519e-05]
look as: [4, 0.03361344537815126]
similarly: [4, 4.779886238707519e-05]
economical: [4, 4.779886238707519e-05]
emotional and: [4, 0.07272727272727272]
cultures and: [4, 0.4444444444444444]
draw: [4, 4.779886238707519e-05]
onto: [4, 4.779886238707519e-05]
scott: [4, 4.779886238707519e-05]
curious: [4, 4.779886238707519e-05]
movies have: [4, 0.036036036036036036]
collision: [4, 4.779886238707519e-05]
stereotypes: [4, 4.779886238707519e-05]
wave: [4, 4.779886238707519e-05]
any number: [4, 0.04040404040404041]
hardly a: [4, 0.4]
script by: [4, 0.10526315789473684]
toes: [4, 4.779886238707519e-05]
keep us: [4, 0.08333333333333333]
find the: [4, 0.08163265306122448]
crafted and: [4, 0.25]
more often: [4, 0.012861736334405145]
failure: [4, 4.779886238707519e-05]
covers: [4, 4.779886238707519e-05]
african: [4, 4.779886238707519e-05]
globe: [4, 4.779886238707519e-05]
message that: [4, 0.12903225806451613]
solaris: [4, 4.779886238707519e-05]
oliver: [4, 4.779886238707519e-05]
movie does: [4, 0.00784313725490196]
one's: [4, 4.779886238707519e-05]
low: [4, 4.779886238707519e-05]
but on: [4, 0.005115089514066497]
suitable: [4, 4.779886238707519e-05]
heroine: [4, 4.779886238707519e-05]
back at: [4, 0.0851063829787234]
capable of: [4, 0.5]
gere: [4, 4.779886238707519e-05]
diane: [4, 4.779886238707519e-05]
diane lane: [4, 1.0]
brilliant and: [4, 0.13793103448275862]
from one: [4, 0.011461318051575931]
guts: [4, 4.779886238707519e-05]
who live: [4, 0.016194331983805668]
with us: [4, 0.004530011325028313]
pertinent: [4, 4.779886238707519e-05]
struggling: [4, 4.779886238707519e-05]
elusive: [4, 4.779886238707519e-05]
found myself: [4, 0.19047619047619047]
b movie: [4, 0.4444444444444444]
as i: [4, 0.004550625711035267]
green: [4, 4.779886238707519e-05]
communal: [4, 4.779886238707519e-05]
now and: [4, 0.125]
silent: [4, 4.779886238707519e-05]
kosminsky: [4, 4.779886238707519e-05]
their characters: [4, 0.022857142857142857]
comes off: [4, 0.08163265306122448]
off as: [4, 0.06896551724137931]
unique and: [4, 0.19047619047619047]
aficionados: [4, 4.779886238707519e-05]
steal: [4, 4.779886238707519e-05]
shocks: [4, 4.779886238707519e-05]
aims: [4, 4.779886238707519e-05]
once the: [4, 0.0851063829787234]
pick up: [4, 0.6666666666666666]
instincts: [4, 4.779886238707519e-05]
liberating: [4, 4.779886238707519e-05]
mouth: [4, 4.779886238707519e-05]
payne: [4, 4.779886238707519e-05]
laughing: [4, 4.779886238707519e-05]
by turns: [4, 0.010526315789473684]
igby: [4, 4.779886238707519e-05]
unfaithful: [4, 4.779886238707519e-05]
duvall: [4, 4.779886238707519e-05]
fluff: [4, 4.779886238707519e-05]
you believe: [4, 0.008097165991902834]
giddy: [4, 4.779886238707519e-05]
youth: [4, 4.779886238707519e-05]
reason to: [4, 0.3076923076923077]
legged: [4, 4.779886238707519e-05]
freaks: [4, 4.779886238707519e-05]
eight legged: [4, 0.5]
legged freaks: [4, 1.0]
reminds you: [4, 0.4]
center: [4, 4.779886238707519e-05]
watch and: [4, 0.08333333333333333]
french coming-of-age: [4, 0.10256410256410256]
humanity of: [4, 0.25]
are in: [4, 0.011494252873563218]
verbal: [4, 4.779886238707519e-05]
different from: [4, 0.12903225806451613]
primary: [4, 4.779886238707519e-05]
casting of: [4, 0.3076923076923077]
original but: [4, 0.07547169811320754]
letting: [4, 4.779886238707519e-05]
away with: [4, 0.1111111111111111]
an old-fashioned: [4, 0.005305039787798408]
accept: [4, 4.779886238707519e-05]
henry: [4, 4.779886238707519e-05]
lilo: [4, 4.779886238707519e-05]
shock: [4, 4.779886238707519e-05]
as far: [4, 0.004550625711035267]
far as: [4, 0.06153846153846154]
much that: [4, 0.025974025974025976]
about growing: [4, 0.011019283746556474]
self-discovery: [4, 4.779886238707519e-05]
cultural and: [4, 0.23529411764705882]
soldiers: [4, 4.779886238707519e-05]
recovery: [4, 4.779886238707519e-05]
gun: [4, 4.779886238707519e-05]
members of: [4, 0.4444444444444444]
picture is: [4, 0.05714285714285714]
worse: [4, 4.779886238707519e-05]
dysfunctional: [4, 4.779886238707519e-05]
assassin: [4, 4.779886238707519e-05]
does give: [4, 0.04]
well done: [4, 0.03418803418803419]
sumptuous: [4, 4.779886238707519e-05]
throws: [4, 4.779886238707519e-05]
it's far: [4, 0.0070921985815602835]
as both: [4, 0.004550625711035267]
young woman: [4, 0.07272727272727272]
new film: [4, 0.03636363636363636]
festival in: [4, 0.4]
you're looking: [4, 0.06451612903225806]
last kiss: [4, 0.10810810810810811]
expectation: [4, 4.779886238707519e-05]
pathology: [4, 4.779886238707519e-05]
an unflinching: [4, 0.005305039787798408]
elegantly: [4, 4.779886238707519e-05]
look and: [4, 0.03361344537815126]
doesn't make: [4, 0.05128205128205128]
happened: [4, 4.779886238707519e-05]
eloquently: [4, 4.779886238707519e-05]
ryan gosling: [4, 0.6666666666666666]
thomas: [4, 4.779886238707519e-05]
costume: [4, 4.779886238707519e-05]
costume drama: [4, 1.0]
its worst: [4, 0.005722460658082976]
dismissed: [4, 4.779886238707519e-05]
sitting: [4, 4.779886238707519e-05]
carried: [4, 4.779886238707519e-05]
strictly: [4, 4.779886238707519e-05]
silver: [4, 4.779886238707519e-05]
bullets: [4, 4.779886238707519e-05]
es una: [4, 0.23529411764705882]
being able: [4, 0.05333333333333334]
deep into: [4, 0.16666666666666666]
keeping the: [4, 0.5714285714285714]
earth: [4, 4.779886238707519e-05]
going on: [4, 0.11428571428571428]
hilarity: [4, 4.779886238707519e-05]
lesson in: [4, 0.6666666666666666]
os: [4, 4.779886238707519e-05]
score and: [4, 0.36363636363636365]
great movie: [4, 0.0380952380952381]
barry: [4, 4.779886238707519e-05]
documentary is: [4, 0.046511627906976744]
secret ballot: [4, 0.6666666666666666]
highest: [4, 4.779886238707519e-05]
generous: [4, 4.779886238707519e-05]
production values: [4, 0.23529411764705882]
tomorrow: [4, 4.779886238707519e-05]
earnestness: [4, 4.779886238707519e-05]
take you: [4, 0.057971014492753624]
achingly: [4, 4.779886238707519e-05]
solidly entertaining: [4, 0.6666666666666666]
abstract: [4, 4.779886238707519e-05]
allowing: [4, 4.779886238707519e-05]
police: [4, 4.779886238707519e-05]
benefit: [4, 4.779886238707519e-05]
continues to: [4, 0.6666666666666666]
essence of: [4, 0.8]
controversy: [4, 4.779886238707519e-05]
experience that: [4, 0.0784313725490196]
you see: [4, 0.008097165991902834]
redemption: [4, 4.779886238707519e-05]
not an: [4, 0.010899182561307902]
you out: [4, 0.008097165991902834]
excels: [4, 4.779886238707519e-05]
enigmatic: [4, 4.779886238707519e-05]
chabrol's: [4, 4.779886238707519e-05]
puts the: [4, 0.23529411764705882]
essentially a: [4, 0.6666666666666666]
be something: [4, 0.00954653937947494]
worth taking: [4, 0.057971014492753624]
graphic: [4, 4.779886238707519e-05]
making a: [4, 0.10810810810810811]
nearly as: [4, 0.14814814814814814]
wise and: [4, 0.36363636363636365]
break your: [4, 0.4444444444444444]
story in: [4, 0.015625]
flamboyant: [4, 4.779886238707519e-05]
nomination: [4, 4.779886238707519e-05]
oscar nomination: [4, 0.3333333333333333]
dover: [4, 4.779886238707519e-05]
nair's: [4, 4.779886238707519e-05]
die: [4, 4.779886238707519e-05]
another day: [4, 0.07692307692307693]
hannibal: [4, 4.779886238707519e-05]
pauline: [4, 4.779886238707519e-05]
situations: [4, 4.779886238707519e-05]
nicole: [4, 4.779886238707519e-05]
tuned: [4, 4.779886238707519e-05]
penetrating: [4, 4.779886238707519e-05]
handled: [4, 4.779886238707519e-05]
movie experience: [4, 0.00784313725490196]
substantial: [4, 4.779886238707519e-05]
douglas: [4, 4.779886238707519e-05]
an odd: [4, 0.005305039787798408]
problematic: [4, 4.779886238707519e-05]
including the: [4, 0.6666666666666666]
make up: [4, 0.026490066225165563]
fancy: [4, 4.779886238707519e-05]
yiddish: [4, 4.779886238707519e-05]
lanes: [4, 4.779886238707519e-05]
changing lanes: [4, 0.4444444444444444]
tired: [4, 4.779886238707519e-05]
cohesive: [4, 4.779886238707519e-05]
kids 2: [4, 0.08695652173913043]
your time: [4, 0.02962962962962963]
tension and: [4, 0.3333333333333333]
recommended: [4, 4.779886238707519e-05]
hackneyed: [4, 4.779886238707519e-05]
nachtwey: [4, 4.779886238707519e-05]
plain: [4, 4.779886238707519e-05]
profile of: [4, 0.8]
unusually: [4, 4.779886238707519e-05]
needed to: [4, 0.4]
whale: [4, 4.779886238707519e-05]
an hour: [4, 0.005305039787798408]
sophisticated and: [4, 0.26666666666666666]
extra: [4, 4.779886238707519e-05]
pacing: [4, 4.779886238707519e-05]
computer: [4, 4.779886238707519e-05]
james bond: [4, 0.5]
as this: [4, 0.004550625711035267]
caught: [4, 4.779886238707519e-05]
worth your: [4, 0.057971014492753624]
astonishingly: [4, 4.779886238707519e-05]
for that: [4, 0.005943536404160475]
but director: [4, 0.005115089514066497]
outing: [4, 4.779886238707519e-05]
mr deeds: [4, 0.08888888888888889]
evokes the: [4, 0.5]
beautifully crafted: [4, 0.09090909090909091]
doesn't always: [4, 0.05128205128205128]
french film: [4, 0.10256410256410256]
calm: [4, 4.779886238707519e-05]
lacks the: [4, 0.19047619047619047]
deserved: [4, 4.779886238707519e-05]
written and: [4, 0.2222222222222222]
stitch: [4, 4.779886238707519e-05]
bowling: [4, 4.779886238707519e-05]
for columbine: [4, 0.005943536404160475]
her is: [4, 0.032520325203252036]
until the: [4, 0.3076923076923077]
properly: [4, 4.779886238707519e-05]
marvelously: [4, 4.779886238707519e-05]
from an: [4, 0.011461318051575931]
layers: [4, 4.779886238707519e-05]
conversations about: [4, 0.6666666666666666]
atmospheric: [4, 4.779886238707519e-05]
rises: [4, 4.779886238707519e-05]
he's the: [4, 0.1111111111111111]
human being: [4, 0.05063291139240506]
rohmer's: [4, 4.779886238707519e-05]
canny: [4, 4.779886238707519e-05]
slip: [4, 4.779886238707519e-05]
direction of: [4, 0.11764705882352941]
an action: [4, 0.005305039787798408]
also has: [4, 0.041237113402061855]
forced: [4, 4.779886238707519e-05]
rank: [4, 4.779886238707519e-05]
simplistic: [4, 4.779886238707519e-05]
war movies: [4, 0.10526315789473684]
any less: [4, 0.04040404040404041]
amor: [4, 4.779886238707519e-05]
composition: [4, 4.779886238707519e-05]
more fun: [4, 0.012861736334405145]
capturing the: [4, 0.6666666666666666]
end you: [4, 0.08]
film never: [4, 0.004866180048661801]
chilling and: [4, 0.26666666666666666]
first-rate: [4, 4.779886238707519e-05]
child's: [4, 4.779886238707519e-05]
intellect: [4, 4.779886238707519e-05]
especially if: [4, 0.12121212121212122]
poverty: [4, 4.779886238707519e-05]
upon the: [4, 0.23529411764705882]
secretary is: [4, 0.5]
picture and: [4, 0.05714285714285714]
on their: [4, 0.009433962264150943]
flaws and: [4, 0.16666666666666666]
